Species,12S,16S,cytb,CXCR4,H3A,NCX1,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Litoria.rubella,DQ116832,DQ116856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.semipalmatus,FJ965945,FJ945447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.spartacus,FJ965930,FJ945432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.spenceri,FJ965932,FJ945434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.splendida,DQ116850,DQ116873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.subglandulosa,FJ965933,FJ945435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.thesaurensis,NA,AF136318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.tornieri,DQ116837,DQ116861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.tyleri,FJ965934,FJ945436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.vagitus,FJ965860,FJ945363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.verreauxii,FJ965935,FJ945437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.verrucosa,FJ965861,FJ945364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.watjulumensis,DQ116842,DQ116866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.wilcoxii,FJ965936,FJ945438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.wollastoni,FJ965937,FJ945439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.xanthomera,DQ116852,DQ116875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litoria.zweifeli,FJ965949,FJ945451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liua.shihi,AY916011,AY028746,DQ335746,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liua.tsinpaensis,AY916012,AY372534,DQ335729,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liuixalus.romeri,NA,NA,EU924598,NA,NA,NA,GQ285724,GQ285756,EU215559,NA,NA,EU924570
Luetkenotyphlus.brasiliensis,NA,EF107198,NA,EF107483,NA,EF107262,NA,EF107321,NA,NA,EF107424,NA
Lyciasalamandra.antalyana,NA,EU430958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyciasalamandra.atifi,NC_002756,NC_002756,NA,NA,NA,NA,NA,AY456261,NA,NA,NA,NA
Lyciasalamandra.billae,NA,EU430969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyciasalamandra.fazilae,NA,EU430976,DQ473604,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyciasalamandra.flavimembris,EU880318,EU430979,DQ473605,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyciasalamandra.helverseni,NA,EU430970,DQ473603,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyciasalamandra.luschani,NA,EU430983,AY196286,NA,NA,NA,NA,AY323753,NA,NA,NA,NA
Lynchius.flavomaculatus,EU186667,EU186667,NA,NA,NA,NA,NA,EU186745,NA,NA,NA,EU186766
Lynchius.nebulanastes,EU186704,EU186704,NA,NA,NA,NA,AY819154,NA,NA,NA,NA,NA
Lynchius.parkeri,EU186705,EU186705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macrogenioglottus.alipioi,NA,FJ685685,FJ685665,NA,NA,NA,NA,FJ685705,NA,NA,NA,NA
Mannophryne.herminae,DQ502160,DQ502160 ,DQ502595,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mannophryne.trinitatis,EU342504,DQ502131 ,DQ502562,NA,DQ284108,GQ345227,NA,DQ503345,DQ503236,DQ503097,GQ345325,NA
Mannophryne.venezuelensis,NA,DQ084070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantella.aurantiaca,DQ283035,DQ283035,AY723611,NA,DQ284061,NA,NA,AY723530,AY263281,DQ282651,NA,DQ282901
Mantella.baroni,AB239568,AB239568,AY723686,NA,NA,NA,NA,AY723518,AY263285,NA,NA,NA
Mantella.bernhardi,AB239570,AB239570,AY723695,NA,NA,NA,NA,AY723531,AY263277,NA,NA,NA
Mantella.betsileo,AY880574,AY880531,EF674840,NA,NA,NA,NA,AY723519,AY263280,NA,NA,NA
Mantella.cowanii,AY454360,AY454383,AY263301,NA,NA,NA,NA,NA,AY263289,NA,NA,NA
Mantella.crocea,AF215169,AF215309,AY723640,NA,NA,NA,NA,AY723521,AY263278,NA,NA,NA
Mantella.ebenaui,NA,FJ559221,EF179693,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantella.expectata,AF215173,EF674848,EF674704,NA,NA,NA,NA,AY723522,AY263287,NA,NA,NA
Mantella.haraldmeieri,NA,NA,DQ889358,NA,NA,NA,NA,AY723515,AY263290,NA,NA,NA
Mantella.laevigata,AY454352,AF124130,AY723690,NA,NA,NA,NA,AY723523,AY263276,NA,NA,NA
Mantella.madagascariensis,NA,AF124131,AY723688,NA,NA,NA,NA,DQ019500,AY263284,NA,NA,AF249164
Mantella.manery,NA,FJ559225,EF179704,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantella.milotympanum,AY263273,FJ559226,AY723683,NA,NA,NA,NA,AY723525,AY263286,NA,NA,NA
Mantella.nigricans,DQ283034,DQ283034,AY263297,NA,DQ284056,NA,NA,AY723527,DQ283764,NA,NA,NA
Mantella.pulchra,AY454353,FJ559228,AY723693,NA,NA,NA,NA,AY723528,AY263282,NA,NA,NA
Mantella.viridis,AF215148,FJ559230,EF179649,NA,NA,NA,NA,AY723529,AY263288,NA,NA,NA
Mantidactylus.ambreensis,AY341603,AY341659,DQ235431,NA,NA,NA,NA,NA,AY341788,NA,NA,NA
Mantidactylus.argenteus,DQ235454,AY454377,DQ235421,NA,NA,NA,NA,NA,DQ235444,NA,NA,NA
Mantidactylus.biporus,AY341599,AY341655,DQ235427,NA,NA,NA,NA,NA,AY341784,NA,NA,NA
Mantidactylus.charlotteae,AY341605,AY341661,DQ901382,NA,NA,NA,NA,NA,AY341790,NA,NA,NA
Mantidactylus.femoralis,AY843698,AY843698,AY843943,NA,NA,NA,NA,NA,AY341787,AY844898,NA,DQ282900
Mantidactylus.grandidieri,AY341604,AF026371,AB325883,NA,NA,NA,NA,NA,AY341789,NA,NA,NA
Mantidactylus.lugubris,AY341600,AY454388,NA,NA,NA,NA,NA,NA,AY341785,NA,NA,NA
Mantidactylus.mocquardi,AF215151,AF215317,DQ235430,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantidactylus.opiparis,AY341606,AF261258,NA,NA,NA,NA,NA,NA,AY341791,NA,NA,NA
Mantidactylus.ulcerosus,NA,NA,NA,NA,NA,AY948815,NA,AY948922,NA,NA,AY948869,AF249165
Megaelosia.goeldii,AY143348,AY143359,DQ502563,NA,DQ284109,NA,NA,DQ503346,DQ283797,NA,NA,DQ282911
Megastomatohyla.mixe,AY843646,AY843646,AY843885,NA,NA,NA,NA,AY844434,NA,AY844849,NA,AY844091
Megophrys.lekaguli,NA,DQ860093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megophrys.nasuta,DQ283342,DQ283342 ,NA,NA,DQ284331,NA,NA,NA,DQ283969,DQ282818,NA,NA
Melanobatrachus.indicus,NA,EF017964,NA,EF017983,NA,EF018039,NA,EF018053,NA,NA,EF107439,NA
Melanophryniscus.klappenbachi,AY843699,AY843699,AY843944,NA,DQ284060,NA,NA,DQ503299,DQ283765,AY844899,NA,NA
Melanophryniscus.rubriventris,AF375493,AF375518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanophryniscus.stelzneri,FJ882853 ,FJ882853,NA,DQ306494,NA,AY948822,DQ158263,NA,NA,NA,AY948878,NA
Meristogenys.jerboa,AB360044,AB211493,NA,NA,NA,AB526634,AB360168,AB360202,NA,NA,AB526676,NA
Meristogenys.kinabaluensis,DQ346983,AB526618,NA,AY364176,NA,AB526644,AB360176,EF088250,AY322233,NA,AY948864,EU076773
Meristogenys.orphnocnemis,AB262545,AB211494,NA,NA,DQ284187,AB526639,AB360172,EF088251,DQ283847,DQ282703,AB526681,EU076774
Meristogenys.phaeomerus,NA,EU604210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meristogenys.poecilus,NA,NA,NA,NA,NA,AB526636,AB526650,EF088252,NA,NA,AB526678,EU076775
Meristogenys.whiteheadi,NA,NA,NA,NA,NA,AB526643,AB526649,EF088253,NA,NA,AB526677,EU076776
Mertensiella.caucasica,EU880319,EU880319,DQ821203,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mertensophryne.micranotis,FJ882821 ,FJ882821,NA,EF107491,NA,EF107271,NA,NA,NA,NA,EF107434,NA
Metacrinia.nichollsi,DQ283292,DQ283293,NA,NA,DQ284305,NA,NA,NA,DQ283946,DQ282798,NA,NA
Metaphrynella.sundana,NA,EF017954,NA,EF017973,NA,EF018029,NA,EF018043,NA,NA,EF107354,NA
Micrixalus.fuscus,DQ346959,GU136106,NA,NA,NA,NA,NA,NA,AF249120,NA,NA,AF249183
Micrixalus.kottigeharensis,AF249025,AF249041,NA,NA,NA,NA,NA,NA,AF249121,NA,NA,AF249184
Microbatrachella.capensis,DQ022329,DQ022357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microhyla.borneensis,NA,EF017951,NA,EF017970,NA,EF018026,NA,EF018040,NA,NA,NA,NA
Microhyla.butleri,AB201178,AB201189,NA,NA,NA,NA,NA,EF396094,NA,NA,NA,NA
Microhyla.fissipes,AB201175,AB201185,AB201221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microhyla.heymonsi,DQ283382,DQ283382 ,NA,NA,NA,NA,NA,EF396095,NA,DQ282845,NA,EF395979
Microhyla.okinavensis,AB201173,AB201184,AB201195,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microhyla.ornata,DQ346965,DQ512876,AB201223,AY364168,NA,AY948806,NA,AY364198,AY364383,NA,AY948852,NA
Microhyla.pulchra,AB201180,AB201191,NA,NA,NA,NA,NA,EF396093,NA,NA,NA,EF395980
Microhyla.rubra,AB201181,AB201192,AB201224,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micryletta.inornata,NA,AF285207,NA,NA,NA,NA,NA,EF396096,NA,NA,NA,EF395981
Mixophyes.balbus,NA,AY948764,NA,NA,NA,AY948842,NA,AY948940,NA,NA,AY948906,NA
Mixophyes.carbinensis,DQ283315,DQ283314,NA,NA,DQ284315,NA,NA,NA,DQ283958,NA,NA,NA
Mixophyes.coggeri,NA,DQ010023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mixophyes.fasciolatus,NA,DQ010018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mixophyes.schevilli,NA,DQ010027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morerella.cyanophthalma,FJ594106,FJ594100,FJ594111,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myersiohyla.inparquesi,AY843672,AY843672,NA,NA,NA,NA,NA,NA,NA,AY844876,NA,AY844114
Myersiohyla.kanaima,AY843634,AY843634,AY843868,GQ365994,NA,NA,NA,AY844422,NA,AY844835,NA,AY844079
Myobatrachus.gouldii,DQ283309,DQ283310,NA,AY364196,DQ284313,AY948846,NA,AY364226,AY364407,NA,AY948910,NA
Nannophrys.ceylonensis,DQ346975,AF215394,AF249093,NA,NA,AY948809,NA,AY948917,AF249112,NA,AY948855,AF249175
Nannophrys.marmorata,AY141798,AF215395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanorana.parkeri,AF206110,AF206491,NA,NA,NA,NA,NA,DQ019501,EU979873,NA,NA,EU979964
Nanorana.pleskei,DQ346988,AF206492,NA,NA,NA,NA,NA,DQ347225,AY322235,NA,NA,EU979961
Nanorana.ventripunctata,EU979717,EU979839,NA,NA,NA,NA,NA,NA,EU979866,NA,NA,EU979959
Nasikabatrachus.sahyadrensis,AY364360,AY364381,GU136138,AY364195,NA,EF107250,NA,AY364225,AY364406,NA,EF107409,NA
Natalobatrachus.bonebergi,DQ347011,DQ347302,NA,NA,NA,NA,NA,DQ019502,DQ347361,NA,NA,DQ347144
Nectophryne.afra,EU394535,EU394535 ,NA,NA,DQ284347,NA,NA,NA,DQ283981,DQ282831,NA,DQ282977
Nectophryne.batesii,EU394537,EU394537 ,NA,NA,DQ284207,NA,NA,NA,NA,DQ282721,NA,NA
Nectophrynoides.minutus,FJ882814 ,FJ882814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectophrynoides.tornieri,FJ882815 ,FJ882815,NA,EF107490,DQ284394,EF107270,NA,EF107329,DQ284018,DQ282870,EF107433,NA
Nectophrynoides.viviparus,FJ882816 ,FJ882816,NA,FJ882716,NA,FJ882661,NA,NA,NA,NA,NA,NA
Necturus.alabamensis,NA,NA,AY691725,EF107498,NA,EF107279,NA,AY650136,NA,NA,EF107442,NA
Necturus.beyeri,GQ368658,GQ368658,GQ368658,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necturus.lewisi,X86249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necturus.maculosus,DQ283412,DQ283412,AY691724,NA,NA,NA,AY141897,AY650137,NA,NA,NA,NA
Necturus.punctatus,NA,EF107182,NA,EF107469,NA,EF107245,NA,EF107305,NA,NA,NA,NA
Nelsonophryne.aequatorialis,AY326067,AY326067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neobatrachus.pelobatoides,X86245,X86279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neobatrachus.pictus,DQ283290,DQ283291,NA,NA,DQ284304,NA,NA,NA,NA,DQ282797,NA,NA
Neobatrachus.sudelli,AY843700,AY843700,NA,NA,DQ284123,NA,NA,NA,NA,AY844900,NA,NA
Neurergus.crocatus,AY147246,EF029977,AY336661,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurergus.kaiseri,AY147250,DQ092280,DQ092233,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurergus.microspilotus,AY147248,AY147249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurergus.strauchii,AY147244,EU880321,DQ821204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noblella.lochites,EU186699,EU186699,NA,NA,NA,NA,NA,EU186756,NA,NA,NA,EU186777
Noblella.peruviana,EF493714,EF493714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notaden.bennettii,AY819350,NA,NA,NA,NA,NA,AY819099,NA,NA,NA,NA,NA
Notaden.melanoscaphus,DQ283287,DQ283288,NA,NA,DQ284302,NA,NA,NA,DQ283945,DQ282795,NA,NA
Notophthalmus.meridionalis,EU880322,EU880322,EU880322,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notophthalmus.perstriatus,NA,NA,AF380363,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notophthalmus.viridescens,U71233,DQ283421 ,AY691731,NA,DQ284399,NA,NA,AY650134,DQ284024,DQ282878,NA,NA
Nototriton.abscondens,NA,DQ640041,AF199134,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.barbouri,NA,AF199201,AF199138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.brodiei,NA,AF199202,AF199139,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.gamezi,NA,AF199200,AF199135,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.guanacaste,NA,AF199203,AF199140,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.lignicola,NA,AF199204,AF199142,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.limnospectator,NA,NA,AF199143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.picadoi,NA,AF199205,AF199144,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototriton.richardi,NA,DQ640042,AF199148,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyctanolis.pernix,NA,DQ640059,DQ640024,NA,NA,NA,NA,AY691714,NA,NA,NA,NA
Nyctibates.corrugatus,DQ022313,DQ022348,NA,NA,DQ284349,NA,NA,NA,DQ283983,NA,NA,DQ282979
Nyctibatrachus.aliciae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AF249177
Nyctibatrachus.major,AB167907,AY341687,NA,NA,NA,NA,NA,AY571655,AF249113,NA,NA,AF249176
Nyctimantis.rugiceps,EU034032,AY843781,AY843945,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyctixalus.pictus,AY880547,AY880502,NA,NA,DQ284174,NA,GQ285729,GQ285761,AY880634,DQ282689,NA,NA
Nyctixalus.spinosus,DQ283114,DQ283114,NA,NA,DQ284160,NA,NA,NA,DQ283827,NA,NA,NA
Nymphargus.bejaranoi,AY843576,AY843576,AY843798,NA,DQ284066,NA,EU663239,EU663522,NA,AY844777,NA,AY844029
Nymphargus.cochranae,EU663425,EU663061,NA,NA,NA,NA,EU663240,EU663523,NA,NA,NA,NA
Nymphargus.griffithsi,AY819337,EU663062,NA,NA,NA,NA,EU663241,EU663524,NA,NA,NA,NA
Nymphargus.megacheirus,EU663427,EU663063,NA,NA,NA,NA,EU663242,EU663525,NA,NA,NA,NA
Nymphargus.mixomaculatus,NA,EU663064,NA,NA,NA,NA,EU663243,EU663526,NA,NA,NA,NA
Nymphargus.pluvialis,EU663428,EU663065,NA,NA,NA,NA,EU663244,EU663527,NA,NA,NA,NA
Nymphargus.posadae,NA,NA,NA,NA,NA,NA,NA,EU663528,NA,NA,NA,NA
Nymphargus.puyoensis,NA,NA,NA,NA,NA,NA,NA,EU663478,NA,NA,NA,NA
Nymphargus.rosadus,EU663429,EU663066,NA,NA,NA,NA,EU663245,EU663529,NA,NA,NA,NA
Nymphargus.siren,EU663430,EU663067,NA,NA,NA,NA,EU663246,EU663530,NA,NA,NA,NA
Nymphargus.wileyi,EU663431,EU663068,NA,NA,NA,NA,EU663248,EU663532,NA,NA,NA,NA
Occidozyga.baluensis,DQ283143,DQ283143,NA,NA,DQ284183,NA,NA,NA,DQ283844,DQ282699,NA,DQ282936
Occidozyga.borealis,NA,DQ283236,NA,NA,NA,NA,NA,NA,DQ283909,DQ282766,NA,NA
Occidozyga.laevis,DQ347024,AY322300,NA,EF017995,NA,EF018020,NA,DQ347254,AY322227,NA,EF107378,AY322342
Occidozyga.lima,DQ283224,AF206497,NA,AB488920,DQ284254,AB488937,NA,DQ019503,DQ283901,DQ282761,NA,DQ282951
Occidozyga.magnapustulosa,AF161030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occidozyga.martensii,DQ283357,DQ283357,AY014393,NA,DQ284344,NA,NA,NA,DQ458266,DQ282829,NA,DQ458283
Odontophrynus.achalensis,DQ283248,DQ283248 ,NA,NA,DQ284273,NA,NA,NA,DQ283918,DQ282773,NA,NA
Odontophrynus.americanus,NA,NA,AY843949,NA,NA,NA,NA,FJ685706,NA,AY844901,NA,NA
Odontophrynus.carvalhoi,NA,FJ685687,FJ685667,NA,NA,NA,NA,FJ685707,NA,NA,NA,NA
Odontophrynus.cultripes,NA,FJ685688,FJ685668,NA,NA,NA,NA,FJ685708,NA,NA,NA,NA
Odontophrynus.moratoi,NA,FJ685689,FJ685669,NA,NA,NA,NA,FJ685709,NA,NA,NA,NA
Odontophrynus.occidentalis,FJ882743,FJ882744,NA,NA,NA,AY948835,NA,AY948934,NA,NA,AY948897,NA
Odorrana.absita,NA,EU861542,NA,NA,NA,NA,NA,EF088245,NA,NA,NA,EU076768
Odorrana.aureola,NA,DQ650568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odorrana.chapaensis,DQ283372,EU861553,NA,NA,DQ284358,NA,NA,EF088255,DQ283992,DQ282837,NA,EU076778
Odorrana.jingdongensis,AF206102,AF206483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odorrana.junlianensis,NA,EU861564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odorrana.nasica,DQ283345,AF206461,NA,NA,DQ284333,NA,NA,EF088264,DQ283971,DQ282821,NA,EU076788
Odorrana.schmackeri,AB200935,AB200959,NA,NA,NA,NA,NA,NA,DQ360020,NA,NA,DQ360051
Odorrana.tormota,EF453739,EF453754,NA,NA,NA,NA,NA,EU076750,NA,NA,NA,EU076766
Oedipina.alleni,NA,AF199208,AF199151,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.carablanca,NA,FJ196862,FJ196869,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.collaris,NA,FJ196863,FJ196870 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.complex,NA,AF199213,AF199157,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.cyclocauda,NA,AF199215,AF199159,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.elongata,NA,AF199216,AF199160,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.gephyra,NA,AF199218,AF199162,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.gracilis,NA,AF199219,AF199163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.grandis,NA,AF199220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.kasios,NA,FJ196867,FJ196873 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.leptopoda,NA,NA,AF199193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.maritima,NA,AF199221,AF199166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.pacificensis,NA,DQ640044,AF199169,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.parvipes,NA,AF199211,AF199154,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.poelzi,NA,AF199226,AF199176,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.pseudouniformis,NA,AF199227,AF199179,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.quadra,NA,FJ196865,FJ196871 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.savagei,NA,AF199209,AF199153,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.stenopodia,NA,AF199228,AF199181,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oedipina.uniformis,NA,DQ640045,AF199191,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ommatotriton.ophryticus,NA,EU483499,EU487627,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ommatotriton.vittatus,AY725817,EU880338,AY336659,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychodactylus.fischeri,AY915969,DQ417192,AB452959,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychodactylus.japonicus,AY915970,AY915971,AB452892,NA,NA,NA,NA,AY583350,NA,NA,NA,NA
Ophryophryne.hansi,DQ283377,DQ283377 ,NA,NA,DQ284363,NA,NA,NA,DQ283996,DQ282840,NA,DQ282988
Ophryophryne.microstoma,DQ283391,DQ283391 ,AY561318,NA,DQ284376,NA,NA,NA,DQ284006,DQ282852,NA,NA
Opisthothylax.immaculatus,DQ283174,DQ283174 ,NA,NA,DQ284336,NA,NA,NA,DQ283866,NA,NA,DQ282971
Oreobates.choristolemma,FJ539072,FJ539067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.cruralis,EU186666,EU186666,EU368881,NA,NA,NA,NA,EU186743,NA,NA,NA,EU186764
Oreobates.discoidalis,FJ539073,FJ539068,EU368883,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.granulosus,FJ539074,EU368897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.heterodactylus,FJ438816,FJ438805,EU368886,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.ibischi,FJ438817,FJ438806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.lehri,NA,FJ539069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.madidi,FJ539075,FJ539070,EU368887,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.quixensis,AY819344,DQ679380,EU368889,NA,NA,NA,AY819093,DQ679273,NA,NA,NA,NA
Oreobates.sanctaecrucis,NA,EU368903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.sanderi,NA,EU368904,EU368891,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreobates.saxatilis,EU186726,EU186708,NA,NA,NA,NA,NA,EU186742,NA,NA,NA,EU186763
Oreolalax.chuanbeiensis,EF397266,EF397266,EU180929,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax.jingdongensis,EF544236,EF544236 ,EU180930,NA,NA,NA,NA,EF397287,NA,NA,NA,NA
Oreolalax.liangbeiensis,EF397253,EF397253,NA,NA,NA,NA,NA,EF397286,NA,NA,NA,NA
Oreolalax.lichuanensis,EF544237,EF544237 ,AY561321,NA,NA,NA,NA,EF544353,NA,NA,NA,NA
Oreolalax.major,EF397252,EF397252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax.multipunctatus,EF397268,EF397268,NA,NA,NA,NA,NA,EF397291,NA,NA,NA,NA
Oreolalax.nanjiangensis,EF397265,EF397265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax.omeimontis,EF397264,EF397264,EU180928,NA,NA,NA,NA,EF397289,NA,NA,NA,NA
Oreolalax.pingii,EF397259,EF397259,NA,NA,NA,NA,NA,EF397293,NA,NA,NA,NA
Oreolalax.popei,NA,EF397267,AY561319,NA,NA,NA,NA,EF397290,NA,NA,NA,NA
Oreolalax.rhodostigmatus,EF397249,EF397249,AY561320,NA,NA,NA,NA,EF397294,NA,NA,NA,NA
Oreolalax.rugosus,EF397254,EF397254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax.schmidti,EF397258,EF397258,NA,NA,NA,NA,NA,EF397292,NA,NA,NA,NA
Oreolalax.xiangchengensis,EF397250,EF397250,NA,NA,NA,NA,NA,EF397285,NA,NA,NA,NA
Oreophryne.asplenicola,EU100181,EU100297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.atrigularis,EU100188,EU100304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.brachypus,DQ283194,DQ283194 ,NA,NA,DQ284227,NA,NA,NA,NA,DQ282738,NA,NA
Oreophryne.clamata,EU100190,EU100306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.pseudasplenicola,EU100193,EU100309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.sibilans,EU100198,EU100314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.unicolor,EU100199,EU100315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.waira,EU100203,EU100319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreophryne.wapoga,EU100206,EU100322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscaecilia.ochrocephala,GQ244474,EU753985,EU753995,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osornophryne.antisana,AF375496,EU672983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osornophryne.bufoniformis,AF375497,AF375524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osornophryne.guacamayo,AY819334,AY326036,NA,NA,NA,NA,AY819083,NA,NA,NA,NA,NA
Osornophryne.puruanta,NA,EU672982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osornophryne.sumacoensis,AF375500,AF375527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
